Fecha,Low,Mid,High
2000-03,190.0,207.5,225.0
2000-04,190.0,205.0,220.0
2000-05,190.0,206.0,222.0
2000-06,187.5,200.0,212.5
2000-07,170.0,182.5,195.0
2000-08,155.0,171.25,187.5
2000-09,140.0,150.0,160.0
2000-10,140.0,145.0,150.0
2000-11,136.0,140.5,145.0
2000-12,135.0,137.5,140.0
2001-01,133.6,136.3,139.0
2001-02,129.75,133.625,137.5
2001-03,135.0,140.0,145.0
2001-04,135.0,140.0,145.0
2001-05,135.0,140.0,145.0
2001-06,135.0,140.0,145.0
2001-07,136.25,146.25,156.25
2001-08,140.0,150.0,160.0
2001-09,136.25,143.125,150.0
2001-10,135.0,142.5,150.0
2001-11,135.0,142.5,150.0
2001-12,135.0,142.5,150.0
2002-01,135.0,145.0,155.0
2002-02,135.0,145.0,155.0
2002-03,137.5,147.5,157.5
2002-04,151.25,160.625,170.0
2002-05,170.0,177.5,185.0
2002-06,182.5,191.25,200.0
2002-07,193.75,202.5,211.25
2002-08,190.0,195.0,200.0
2002-09,195.0,200.0,205.0
2002-10,210.0,215.0,220.0
2002-11,217.5,222.5,227.5
2002-12,220.0,225.0,230.0
2003-01,220.0,225.0,230.0
2003-02,223.75,228.75,233.75
2003-03,235.0,240.0,245.0
2003-04,235.0,240.0,245.0
2003-05,235.0,240.0,245.0
2003-06,235.0,240.0,245.0
2003-07,231.0,236.5,242.0
2003-08,230.0,237.5,245.0
2003-09,230.0,237.5,245.0
2003-10,230.0,237.5,245.0
2003-11,260.0,262.5,265.0
2003-12,288.0,297.0,306.0
2004-01,347.5,358.75,370.0
2004-02,387.5,398.125,408.75
2004-03,435.0,445.0,455.0
2004-04,440.0,450.0,460.0
2004-05,435.0,445.0,455.0
2004-06,435.0,447.0,459.0
2004-07,442.5,455.0,467.5
2004-08,470.0,480.0,490.0
2004-09,480.0,490.0,500.0
2004-10,487.5,497.5,507.5
2004-11,500.0,515.0,530.0
2004-12,480.0,507.0,534.0
2005-01,475.0,485.625,496.25
2005-02,475.0,482.5,490.0
2005-03,479.0,490.5,502.0
2005-04,460.0,470.0,480.0
2005-05,408.0,418.0,428.0
2005-06,360.0,377.5,395.0
2005-07,300.0,310.0,320.0
2005-08,282.0,286.0,290.0
2005-09,281.25,301.875,322.5
2005-10,285.0,300.5,316.0
2005-11,285.0,297.5,310.0
2005-12,285.0,305.0,325.0
2006-01,285.0,312.5,340.0
2006-02,285.0,312.5,340.0
2006-03,285.0,312.5,340.0
2006-04,285.0,312.5,340.0
2006-05,385.0,401.5,418.0
2006-06,482.5,492.5,502.5
2006-07,500.0,510.0,520.0
2006-08,500.0,510.0,520.0
2006-09,435.0,442.5,450.0
2006-10,420.0,425.0,430.0
2006-11,417.5,426.25,435.0
2006-12,410.0,430.0,450.0
2007-01,410.0,433.0,456.0
2007-02,410.0,435.0,460.0
2007-03,445.0,462.5,480.0
2007-04,498.0,514.0,530.0
2007-05,522.5,536.25,550.0
2007-06,520.0,535.0,550.0
2007-07,520.0,535.0,550.0
2007-08,520.0,533.75,547.5
2007-09,510.0,528.75,547.5
2007-10,510.0,530.0,550.0
2007-11,507.5,528.75,550.0
2007-12,507.5,538.125,568.75
2008-01,540.0,557.5,575.0
2008-02,607.5,615.0,622.5
2008-03,680.0,695.0,710.0
2008-04,780.0,795.0,810.0
2008-05,880.0,902.5,925.0
2008-06,920.0,945.0,970.0
2008-07,991.25,1028.75,1066.25
2008-08,1055.0,1085.0,1115.0
2008-09,1055.0,1085.0,1115.0
2008-10,750.0,815.0,880.0
2008-11,575.0,632.5,690.0
2008-12,400.0,450.0,500.0
2009-01,347.5,368.75,390.0
2009-02,345.0,355.0,365.0
2009-03,306.0,314.0,322.0
2009-04,295.0,306.25,317.5
2009-05,291.25,309.375,327.5
2009-06,315.0,321.5,328.0
2009-07,375.0,390.0,405.0
2009-08,390.0,400.0,410.0
2009-09,465.0,475.0,485.0
2009-10,443.75,456.875,470.0
2009-11,400.0,410.0,420.0
2009-12,400.0,410.0,420.0
2010-01,410.0,421.25,432.5
2010-02,442.5,458.75,475.0
2010-03,499.0,514.5,530.0
2010-04,637.5,640.625,643.75
2010-05,606.0,611.5,617.0
2010-06,525.0,532.5,540.0
2010-07,470.0,485.0,500.0
2010-08,500.0,509.0,518.0
2010-09,527.5,533.75,540.0
2010-10,525.0,529.375,533.75
2010-11,510.0,515.0,520.0
2010-12,510.0,515.0,520.0
2011-01,538.0,545.0,552.0
2011-02,695.0,702.5,710.0
2011-03,695.0,705.0,715.0
2011-04,665.0,675.0,685.0
2011-05,645.0,652.5,660.0
2011-06,625.0,635.0,645.0
2011-07,602.5,610.0,617.5
2011-08,608.0,612.5,617.0
2011-09,610.0,615.0,620.0
2011-10,610.0,615.0,620.0
2011-11,610.0,615.0,620.0
2011-12,510.0,515.0,520.0
2012-01,533.0,536.5,540.0
2012-02,555.0,557.5,560.0
2012-03,558.75,565.0,571.25
2012-04,560.0,565.5,571.0
2012-05,558.75,561.25,563.75
2012-06,555.0,557.5,560.0
2012-07,554.0,556.5,559.0
2012-08,501.25,507.5,513.75
2012-09,478.75,484.375,490.0
2012-10,470.0,475.0,480.0
2012-11,452.5,461.25,470.0
2012-12,430.0,450.0,470.0
2013-01,467.5,480.0,492.5
2013-02,480.0,495.0,510.0
2013-03,480.0,500.0,520.0
2013-04,476.0,489.0,502.0
2013-05,455.0,470.0,485.0
2013-06,455.0,470.0,485.0
2013-07,455.0,470.0,485.0
2013-08,458.75,477.5,496.25
2013-09,501.0,505.0,509.0
2013-10,478.75,483.125,487.5
2013-11,470.0,475.0,480.0
2013-12,478.0,485.0,492.0
2014-01,495.0,507.5,520.0
2014-02,500.0,515.0,530.0
2014-03,505.0,518.0,531.0
2014-04,505.0,510.0,515.0
2014-05,502.5,507.5,512.5
2014-06,492.0,501.0,510.0
2014-07,482.5,491.25,500.0
2014-08,477.5,481.25,485.0
2014-09,488.0,491.0,494.0
2014-10,490.0,492.5,495.0
2014-11,440.0,450.625,461.25
2014-12,388.0,404.5,421.0
2015-01,362.5,376.875,391.25
2015-02,335.0,343.75,352.5
2015-03,321.0,328.0,335.0
2015-04,308.75,315.0,321.25
2015-05,295.0,305.0,315.0
2015-06,292.0,299.0,306.0
2015-07,285.0,290.0,295.0
2015-08,269.4,273.9,278.4
2015-09,253.75,258.75,263.75
2015-10,237.5,243.75,250.0
2015-11,227.0,233.0,239.0
2015-12,213.75,216.875,220.0
2016-01,210.0,212.5,215.0
2016-02,225.0,229.5,234.0
2016-03,292.5,295.625,298.75
2016-04,338.75,346.875,355.0
2016-05,380.0,387.0,394.0
2016-06,327.5,336.875,346.25
2016-07,315.5,321.5,327.5
2016-08,314.0,318.5,323.0
2016-09,319.0,323.625,328.25
2016-10,337.0,341.5,346.0
2016-11,380.0,383.75,387.5
2016-12,407.5,414.375,421.25
2017-01,410.0,417.0,424.0
2017-02,406.25,411.875,417.5
2017-03,423.75,426.875,430.0
2017-04,416.25,420.0,423.75
2017-05,401.0,405.5,410.0
2017-06,388.75,392.5,396.25
2017-07,399.0,406.5,414.0
2017-08,437.5,443.75,450.0
2017-09,495.0,505.0,515.0
2017-10,487.0,493.5,500.0
2017-11,466.25,470.625,475.0
2017-12,486.25,489.375,492.5
2018-01,521.0,524.0,527.0
2018-02,537.5,541.25,545.0
2018-03,573.75,577.5,581.25
2018-04,562.0,565.0,568.0
2018-05,528.75,532.5,536.25
2018-06,510.0,512.5,515.0
2018-07,523.8,527.4,531.0
2018-08,520.0,525.0,530.0
2018-09,487.5,492.5,497.5
2018-10,464.0,468.5,473.0
2018-11,443.75,450.0,456.25
2018-12,417.0,420.0,423.0
2019-01,401.25,405.0,408.75
2019-02,465.0,466.875,468.75
2019-03,493.75,497.5,501.25
2019-04,478.0,481.5,485.0
2019-05,448.75,453.125,457.5
2019-06,433.75,435.625,437.5
2019-07,412.0,416.5,421.0
2019-08,410.0,413.125,416.25
2019-09,382.0,385.5,389.0
2019-10,346.25,351.875,357.5
2019-11,353.0,357.75,362.5
2019-12,394.0,396.0,398.0
2020-01,417.5,419.375,421.25
2020-02,421.25,424.375,427.5
2020-03,382.0,386.5,391.0
2020-04,317.5,322.5,327.5
2020-05,333.75,338.75,343.75
2020-06,365.0,366.5,368.0
2020-07,382.5,384.375,386.25
2020-08,420.0,423.125,426.25
2020-09,450.0,454.4,458.8
2020-10,442.5,447.5,452.5
2020-11,472.0,476.0,480.0
2020-12,621.25,624.375,627.5
2021-01,667.5,673.125,678.75
2021-02,627.5,632.5,637.5
2021-03,699.0,708.0,717.0
2021-04,822.5,828.125,833.75
2021-05,923.75,929.375,935.0
2021-06,908.0,918.0,928.0
2021-07,841.25,850.0,858.75
2021-08,781.0,788.0,795.0
2021-09,717.5,723.125,728.75
2021-10,686.25,693.125,700.0
2021-11,693.0,707.0,721.0
2021-12,596.25,605.0,613.75
2022-01,609.0,616.0,623.0
2022-02,722.5,733.125,743.75
2022-03,892.5,903.75,915.0
2022-04,840.0,852.5,865.0
2022-05,661.0,675.0,689.0
2022-06,537.5,542.5,547.5
2022-07,485.0,492.5,500.0
2022-08,422.0,424.0,426.0
2022-09,462.5,465.625,468.75
2022-10,459.6,471.5,483.4
2022-11,410.0,424.375,438.75
2022-12,427.5,445.0,462.5
2023-01,529.4,547.2,565.0
2023-02,595.0,636.25,677.5
2023-03,633.75,661.875,690.0
2023-04,573.75,606.25,638.75
2023-05,508.0,541.5,575.0
2023-06,478.75,502.5,526.25
2023-07,440.0,472.5,505.0
2023-08,426.25,464.375,502.5
2023-09,453.25,494.125,535.0
2023-10,438.6,467.8,497.0
2023-11,445.0,469.375,493.75
2023-12,491.25,516.875,542.5
2024-01,521.0,541.5,562.0
2024-02,532.5,552.5,572.5
2024-03,492.5,533.75,575.0
2024-04,458.0,494.0,530.0
2024-05,458.0,489.75,521.5
2024-06,445.0,476.875,508.75
2024-07,441.4,469.7,498.0
2024-08,429.25,449.625,470.0
2024-09,432.0,444.9,457.8
2024-10,445.0,453.75,462.5
2024-11,450.0,457.5,465.0
2024-12,420.0,438.5,457.0
2025-01,415.0,430.375,445.75
2025-02,422.75,435.75,448.75
2025-03,443.0,453.3333333333333,463.6666666666667
